"Date,Time,Msecs,RLT11 Kühler-Ventil Istwert,RLT11 Kühler-Ventil Sollwert,RLT11 Abluftdruck,RLT11 Ablufttemperaturfühler,RLT11 AB-Ventilator FU Istwert,RLT11 Aussentemperaturfühler,RLT11 Fortlufttemperaturfühler,RLT11 Vorerhitzer-Ventil Istwert,RLT11 Vorerhitzer-Ventil Sollwert,RLT11 VE Rücklauftemperaturfühler,Sollwert VE Rücklauftemperaturfühler,RLT11 WRG-Klappe,RLT11 Zuluftdruck,RLT11 Zulufttemperaturfühler,Sollwert Zulufttemperaturfühler,RLT11 ZU-Ventilator FU Istwert"
"01.03.2021,15:01:37,261, , ,2.43, ,0.11, , ,0.77,0.00,26.46,50.00, ,3.13, , ,0.06"
"01.03.2021,15:03:37,224, , , , , ,15.89, , , ,27.73, , , , , , "
"01.03.2021,15:05:37,222, , , , , ,16.36, , , ,27.52, , , , , , "
"01.03.2021,15:07:37,265, , , , , ,16.79, , , ,27.28, , , , ,23.92, "
"01.03.2021,15:09:37,227, , , , , ,17.30, , , , , , , ,23.60, , "
"01.03.2021,15:11:37,186, , , , , ,17.56, , , ,27.02, , , , , , "
"01.03.2021,15:13:37,234, , , ,23.28, ,17.82, , , , , , , , , , "
"01.03.2021,15:15:37,240, , , , , ,18.20, , , ,26.77, , , , , , "
"01.03.2021,15:17:37,286, , , , , , , , , , , , , ,23.35, , "
"01.03.2021,15:21:37,202, , , ,23.03, , , , , ,26.50, , , , , , "
"01.03.2021,15:23:37,181, , , , , , ,20.60, , , , , , , , , "
"01.03.2021,15:25:37,201, , , , , ,17.94, , , , , , , ,23.09, , "
"01.03.2021,15:27:37,262, , , , , , , , , ,26.25, , , , , , "
"01.03.2021,15:31:37,268, , , ,22.77, , , , , , , , , , , , "
"01.03.2021,15:33:37,243, , , , , , , , , , , , , ,22.83, , "
"01.03.2021,15:35:37,197, , , , , , ,20.40, , ,25.99, , , , , , "
"01.03.2021,15:43:37,245, , , , , , , , , ,25.73, , , ,22.58, , "
"01.03.2021,15:47:37,207, , , ,22.57, , , , , , , , , , , , "
"01.03.2021,15:51:37,185, , , , , , , , , ,25.47, , , , , , "
"01.03.2021,15:53:37,186, , , , , ,18.20,20.19, , , , , , ,22.32, , "
"01.03.2021,15:59:37,237, , , , , , , , , ,25.22, , , , , , "
"01.03.2021,16:03:37,194, , , ,22.32, , , , , , , , , ,22.06, , "
"01.03.2021,16:07:37,257, , , , , , , , , ,24.97, , , , , , "
"01.03.2021,16:15:37,207, , , , , ,17.94, , , ,24.76, , , , , , "
"01.03.2021,16:17:37,213, , , , , , ,19.94, , , , , , ,21.80, , "
"01.03.2021,16:19:37,213, , , , , ,17.36, , , , , , , , , , "
"01.03.2021,16:23:37,199, , , ,22.06, , , , , ,24.54, , , , , , "
"01.03.2021,16:31:37,251, , , , , , , , , ,24.31, , , , , , "
"01.03.2021,16:33:37,252, , , , , , , , , , , , , ,21.55, , "
"01.03.2021,16:41:37,208, , , , , , , , , ,24.10, , , , , , "
"01.03.2021,16:43:37,185, , , , , ,17.15, , , , , , , , , , "
"01.03.2021,16:45:37,218, , , , , , ,19.68, , , , , , , , , "
"01.03.2021,16:47:37,221, , , , , ,16.92, , , , , , , , , , "
"01.03.2021,16:49:37,215, , , ,21.84, , , , , , , , , , , , "
"01.03.2021,16:51:37,237, , , , , , , , , ,23.86, , , ,21.29, , "
"01.03.2021,16:53:37,218, , , , , ,16.68, , , , , , , , , , "
"01.03.2021,17:03:37,270, , , , , ,16.47, , , ,23.60, , , , , , "
"01.03.2021,17:13:37,208, , , , , ,16.21, , , , , , , , , , "
"01.03.2021,17:15:37,183, , , , , , , , , ,23.35, , , , , , "
"01.03.2021,17:17:37,254, , , , , , ,19.42, , , , , , , , , "
"01.03.2021,17:19:37,183, , , , , , , , , , , , , ,21.08, , "
"01.03.2021,17:25:37,193, , , ,21.61, ,15.95, , , , , , , , , , "
"01.03.2021,17:27:37,193, , , , , , , , , ,23.09, , , , , , "
"01.03.2021,17:39:37,193, , , , , ,15.73, , , , , , , , , , "
"01.03.2021,17:43:37,218, , , , , , , , , ,22.89, , , , , , "
"01.03.2021,17:49:37,277, , , , , , ,19.22, , , , , , , , , "
"01.03.2021,17:51:37,196, , , , , , , , , , , , , ,20.86, , "
"01.03.2021,17:57:37,258, , , , , , , , , ,22.64, , , , , , "
"01.03.2021,18:15:37,198, , , , , , ,19.02, , ,22.38, , , , , , "
"01.03.2021,18:19:37,280, , , , , ,15.95, , , , , , , , , , "
"01.03.2021,18:33:37,204, , , , , , , , , ,22.14, , , , , , "
"01.03.2021,18:37:37,269, , , ,21.38, , , , , , , , , , , , "
"01.03.2021,18:51:37,184, , , , , , , , , ,21.93, , , , , , "
"01.03.2021,18:57:37,204, , , , , , , , , , , , , ,20.64, , "
"01.03.2021,19:15:37,199, , , , , , , , , ,21.67, , , , , , "
"01.03.2021,19:45:37,274, , , , , , , , , ,21.42, , , , , , "
"01.03.2021,19:49:37,220, , , ,21.16, , , , , , , , , , , , "
"01.03.2021,20:17:37,244, , , , , , , , , ,21.22, , , , , , "
"01.03.2021,20:49:37,183, , , , , , , , , ,20.99, , , , , , "
"01.03.2021,21:27:37,260, , , , , , , , , ,20.77, , , , , , "
"01.03.2021,21:31:37,207, , , , , , , , , , , , , ,20.39, , "
"01.03.2021,22:19:37,204, , , ,20.96, , , , , , , , , , , , "
"01.03.2021,22:29:37,208, , , , , , , , , ,20.54, , , , , , "
"01.03.2021,23:33:37,276, , , , , , ,18.80, , ,20.33, , , , , , "
"01.03.2021,23:51:37,206, , , ,20.71, , , , , , , , , , , , "
"02.03.2021,01:29:37,236, , , , , , , , , ,20.13, , , , , , "
"02.03.2021,02:17:37,189, , , , , , ,18.59, , , , , , , , , "
"02.03.2021,02:47:37,251, , , , , , , , , , , , , ,20.19, , "
"02.03.2021,03:41:37,272, , , , , , , , , ,19.89, , , , , , "
"02.03.2021,04:17:37,263, , , ,20.50, , , , , , , , , , , , "
"02.03.2021,04:41:37,225, , , , , ,15.75, , , , , , , , , , "
"02.03.2021,05:39:37,239, , , ,20.30, , , , , , , , , , , , "
"02.03.2021,06:07:37,255, , , , , ,15.50, , , , , , , , , , "
"02.03.2021,06:19:37,187, , , , , , ,18.39, , , , , , , , , "
"02.03.2021,06:23:37,255, , , , , ,15.30, , , , , , , , , , "
"02.03.2021,06:39:37,273, , , , , , , , , ,19.69, , , , , , "
"02.03.2021,06:45:37,216, , , , , ,15.09, , , , , , , , , , "
"02.03.2021,07:05:37,219, , , , , , ,18.19, , , , , , , , , "
"02.03.2021,07:25:37,253, , , , , ,14.86, , , , , , , , , , "
"02.03.2021,07:29:37,193, , , , , , ,17.99, , , , , , ,19.94, , "
"02.03.2021,07:49:37,198, , , ,20.07, , ,17.75, , , , , , , , , "
"02.03.2021,08:13:37,249, , , , , ,14.66, , , , , , , , , , "
"02.03.2021,08:17:37,250, , , , , , ,17.50, , , , , , , , , "
"02.03.2021,08:41:37,261, , , , , , ,17.30, , , , , , , , , "
"02.03.2021,09:01:37,217, , , , , , , , , ,19.49, , , , , , "
"02.03.2021,10:01:37,189, , , , , , , , , , ,20.00, , , , , "
"02.03.2021,10:03:37,226, , ,14.99,20.71,39.88,9.77,17.63, , , , , ,26.91,19.49, ,39.85"
"02.03.2021,10:05:37,198, , , ,21.26, ,7.98,17.06,10.97,12.76,19.24, , , ,19.00,23.70, "
"02.03.2021,10:07:37,234, , , ,21.61, , ,16.77,26.29,27.68, , , , , , , "
"02.03.2021,10:09:37,273, , , ,21.82, , ,16.53,40.58,41.71,20.81, , , , , , "
"02.03.2021,10:11:37,197, , ,25.99,22.06,46.56,7.74, ,53.61,53.94,22.96, , , ,19.49, , "
"02.03.2021,10:13:37,278, , ,37.81, ,53.36, ,16.85,63.16,63.38,25.04, , , ,20.28, , "
"02.03.2021,10:15:37,277, , ,48.67,22.45,58.48, ,17.11,70.69,70.33,26.42, , ,37.76,21.11, ,45.92"
"02.03.2021,10:17:37,240, , ,59.37, , ,8.25, ,76.09,75.70,27.14, , ,46.58,21.71, , "
"02.03.2021,10:19:37,205, , ,66.24,22.71,65.61, , , , ,27.48, , ,54.96,22.00, ,53.76"
"02.03.2021,10:21:37,210, , ,73.43, , , , ,85.32,84.65, , , ,60.82, , , "
"02.03.2021,10:23:37,254, , ,81.38, , , , , , ,27.86, , , ,22.32, , "
"02.03.2021,10:25:37,235, , , , ,71.22,8.50, ,93.40,92.64, , , ,69.38, , ,60.66"
"02.03.2021,10:27:37,212, , ,86.92, , ,8.83, ,99.88, ,28.37, , ,74.88,22.55, , "
"02.03.2021,10:29:37,230, , , , , , , , ,98.59,29.84, , , ,22.85, , "
"02.03.2021,10:31:37,215, , , ,22.97, , ,17.37, , ,30.65, , , ,23.29, , "
"02.03.2021,10:35:37,202, , ,92.38, , ,9.07, , , , , , ,80.30,23.55, , "
"02.03.2021,10:37:37,273, , , , , ,9.40, , , , , , , , , , "
"02.03.2021,10:39:37,274, , , , , , ,17.58, , ,30.90, , , , , , "
"02.03.2021,10:41:37,234, , , , , , , , , , , , , ,23.80, , "
"02.03.2021,10:43:37,201, , , , , ,9.70, , , , , , , , , ,65.86"
"02.03.2021,10:45:37,218, , , , , ,9.99,17.82, , ,31.15, , , , , , "
"02.03.2021,10:47:37,246, , , , , , , , , , , , , ,24.06, , "
"02.03.2021,10:53:37,211, , , , , ,10.19, , ,93.28,31.41, , ,85.55, , , "
"02.03.2021,10:55:37,200, , , , , ,9.92,18.07,93.47, , , , , ,24.32, , "
"02.03.2021,10:57:37,251, , , , , ,10.51, , , , , , , , , , "
"02.03.2021,10:59:37,254, , , , , ,10.79, , ,87.73, , , , , , , "
"02.03.2021,11:01:37,243, , , , , , , ,87.32, , , , , , , , "
"02.03.2021,11:03:37,228, , , , , ,11.00,18.33, , , , , , , , , "
"02.03.2021,11:05:37,267, , , , , , , , ,80.84, , , , ,24.58, , "
"02.03.2021,11:07:37,240, , , , , ,11.35, ,80.14, , , , , , , , "
"02.03.2021,11:09:37,278, , , , , , , , , ,31.02, , , , , , "
"02.03.2021,11:11:37,193, , , , , ,11.57,18.59, ,74.14,30.76, , , , , , "
"02.03.2021,11:13:37,274, , , , , ,11.20, ,74.13, , , , , , , , "
"02.03.2021,11:15:37,250, , , , , , , , , ,30.31, , , , , , "
"02.03.2021,11:17:37,258, , , , , , , , ,68.81,30.05, , , ,24.31, , "
"02.03.2021,11:19:37,201, , , ,23.22, ,11.73, , , , , , , , , , "
"02.03.2021,11:21:37,240, , , , , , ,18.82,67.60, ,29.67, , , , , , "
"02.03.2021,11:23:37,261, , , , , ,12.16, , , , , , , , , , "
"02.03.2021,11:25:37,237, , , , , , , , , ,29.34, , , , , , "
"02.03.2021,11:27:37,220, , , , , , , , ,63.01,29.08, , , ,24.06, , "
"02.03.2021,11:29:37,190, , , , , ,12.43,19.04, , , , , , , , , "
"02.03.2021,11:31:37,230, , , , , ,11.91, , , , , , , , , , "
"02.03.2021,11:33:37,182, , , , , ,12.40, ,62.31, ,28.83, , , , , , "
"02.03.2021,11:35:37,206, , , , , ,11.65, , , , , , , , , , "
"02.03.2021,11:37:37,249, , , , , ,12.42, , , ,28.57, , , , , , "
"02.03.2021,11:39:37,280, , , , , , ,19.30, , , , , , , , , "
"02.03.2021,11:41:37,203, , , , , ,12.77, , , , , , , , , , "
"02.03.2021,11:43:37,217, , , , , ,12.50, , , , , , , , , , "
"02.03.2021,11:45:37,195, , , , , ,12.16, , ,57.75,28.25, , , , , , "
"02.03.2021,11:47:37,272, , , , , ,11.87, , , , , , , , , , "
"02.03.2021,11:49:37,228, , , , , ,12.68, , , , , , , , , , "
"02.03.2021,11:51:37,198, , , , , ,13.11,19.65, , , , , , , , , "
"02.03.2021,11:53:37,206, , , , , ,12.68, ,56.79, ,27.99, , , , , , "
"02.03.2021,11:57:37,285, , , , , ,12.93, , , , , , , , , , "
"02.03.2021,11:59:37,242, , , , , ,12.51, , , , , , , , , , "
"02.03.2021,12:03:37,225, , , , , ,13.29, , , , , , , , , , "
"02.03.2021,12:05:37,232, , , , , , , , ,52.31, , , , , , , "
"02.03.2021,12:07:37,194, , , , , ,13.51,20.00, , ,28.25, , , , , , "
"02.03.2021,12:09:37,195, , , , , ,13.28, ,51.01, , , , , , , , "
"02.03.2021,12:11:37,187, , ,97.39, , , , , , , , , , , , , "
"02.03.2021,12:15:37,255, , , , , , , , ,46.96, , , , , , , "
"02.03.2021,12:17:37,189, , , , , , , , , ,27.97, , , , , , "
"02.03.2021,12:19:37,200, , , , , ,13.64, ,45.92, , , , , , , , "
"02.03.2021,12:21:37,224, , , , , ,13.19, , , ,27.73, , , , , , "
"02.03.2021,12:25:37,208, , , , , , , , , ,27.41, , , , , , "
"02.03.2021,12:27:37,211, , , , , ,13.52, , , , , , , , , , "
"02.03.2021,12:29:37,209, , , , , ,14.02,20.26, ,41.77, , , , , , , "
"02.03.2021,12:31:37,271, , , , , ,13.77, , , , , , , , , , "
"02.03.2021,12:33:37,252, , , , , , , , , ,27.08, , , , , , "
"02.03.2021,12:35:37,238, , , , , ,14.19, , , , , , , , , , "
"02.03.2021,12:37:37,214, , , , , ,14.88,20.52,40.20, , , , , , , , "
"02.03.2021,12:39:37,202, , , , , ,14.30, , , , , , , , , , "
"02.03.2021,12:41:37,205, , ,91.77, ,76.24, , , , ,26.83, , , , , , "
"02.03.2021,12:47:37,193, , , , , , , , , ,26.50, , , , , , "
"02.03.2021,12:49:37,261, , , , , ,13.48, , ,36.72, , , , , , , "
"02.03.2021,12:51:37,233, , , , , , , , , ,26.27, , , ,23.80, , "
"02.03.2021,12:53:37,241, , , , , ,13.96, , , , , , , , , , "
"02.03.2021,12:57:37,181, , , , , ,14.54, , , , , , , , , , "
"02.03.2021,13:01:37,286, , , , , ,14.17, , , , , , , , , , "
"02.03.2021,13:03:37,204, , , , , ,15.05,20.78, , , , , , , , , "
"02.03.2021,13:05:37,223, , ,96.82, , ,15.47, , , , , , , , , , "
"02.03.2021,13:07:37,207, , , , , ,14.56, , , ,26.50, , , ,24.04, , "
"02.03.2021,13:11:37,181, , , , , ,13.88, , , , , , , , , , "
"02.03.2021,13:13:37,262, , , , , ,14.47, , , , , , , , , , "
"02.03.2021,13:15:37,271, , , , , ,15.42, ,35.13, , , , , , , , "
"02.03.2021,13:17:37,213, , , , , ,16.14,21.08, , , , , , , ,23.90, "
"02.03.2021,13:19:37,184, , , , , ,15.73, , , ,26.77, , , ,24.25, , "
"02.03.2021,13:21:37,187, , , , , ,15.03, , ,31.32, , , , , , , "
"02.03.2021,13:23:37,208, , ,91.27, , ,14.51, , , , , , , , , , "
"02.03.2021,13:25:37,260, , ,97.27, , ,15.45, ,29.97, , , , , , , , "
"02.03.2021,13:27:37,280, , , , , ,15.81, , , , , , , , , , "
"02.03.2021,13:29:37,260, , , , , ,15.17, , , , , , , , , , "
"02.03.2021,13:31:37,203, , , , , ,15.62, , , ,26.44, , , , , , "
"02.03.2021,13:33:37,226, , , , , ,16.81,21.42, ,25.32, , , , , , , "
"02.03.2021,13:35:37,232, , , ,23.48, ,15.44, ,24.82, , , , , , , , "
"02.03.2021,13:37:37,222, , , , , , ,21.21, , , , , , , , , "
"02.03.2021,13:39:37,207, , , , , ,15.76, , , ,26.18, , , , , , "
"02.03.2021,13:41:37,208, , ,92.00, , , , , , , , , , , , , "
"02.03.2021,13:45:37,202, , , , , ,15.49, , ,19.77, , , , , , , "
"02.03.2021,13:47:37,261, , , , , ,16.08, ,19.29, ,25.92, , , , , , "
"02.03.2021,13:49:37,196, , , , , ,17.30,21.55, , , , , , , , , "
"02.03.2021,13:51:37,232, , , , , ,16.66, , , , , , , , , , "
"02.03.2021,13:53:37,181, , , , , ,16.98, , , , , , , , , , "
"02.03.2021,13:57:37,271, , , , , ,17.49,21.81, , , , , , , , , "
"02.03.2021,13:59:37,211, , , , , ,16.82, ,14.17,14.02,25.67, , , , , , "
"02.03.2021,14:05:37,239, , , , , , , , , ,25.34, , , , , , "
"02.03.2021,14:09:37,189, , , , , ,17.30, , , , , , , , , , "
"02.03.2021,14:13:37,231, , , , , ,17.05, ,9.04,8.79, , , , , , , "
"02.03.2021,14:15:37,281, , ,97.39, , ,16.68, , , ,25.09, , , , , , "
"02.03.2021,14:17:37,260, , , , , ,17.11, , , , , , , , , , "
"02.03.2021,14:21:37,208, , , , , ,16.53, , , , , , , ,23.99, , "
"02.03.2021,14:23:37,286, , , , , , ,21.55, , , , , , , , , "
"02.03.2021,14:25:37,187, , , , , ,17.29, , , , , , , , , , "
"02.03.2021,14:27:37,277, , , , , ,18.00, , , , , , , , , , "
"02.03.2021,14:29:37,238, , , , , , ,21.81, , , , , , , , , "
"02.03.2021,14:31:37,185, , , , , ,17.55, , , , , , , , , , "
"02.03.2021,14:33:37,277, , , , , ,17.21, , , , , , , , , , "
"02.03.2021,14:37:37,267, , , , , ,17.57, , , , , , , , , , "
"02.03.2021,14:39:37,181, , , , , ,16.98, , , , , , , , , , "
"02.03.2021,14:41:37,258, , , , , ,17.55, , , , , , , , , , "
"02.03.2021,14:45:37,208, , , , , ,16.83, , , , , , , , , , "
"02.03.2021,14:47:37,248, , ,90.98, , ,17.18,21.55, , , , , , , , , "
"02.03.2021,14:53:37,274, , ,96.78, , ,17.68, , , , , , , , , , "
"02.03.2021,14:57:37,228, , , , , ,16.92, , , , , , , , , , "
"02.03.2021,14:59:37,218, , , , , ,17.50, , , , , , , , , , "
"02.03.2021,15:01:37,212, , ,2.43, ,0.06,18.08, ,0.39,0.00,25.52,50.00, ,3.13, , ,0.04"
"02.03.2021,15:03:37,185, , , , , ,18.46, , , ,26.25, , , , , , "
"02.03.2021,15:05:37,181, , , , , ,18.91, , , , , , , , , , "
"02.03.2021,15:07:37,252, , , , , ,19.33, , , ,25.90, , , , , , "
"02.03.2021,15:09:37,236, , , , , ,19.75, , , , , , , ,23.73, , "
"02.03.2021,15:11:37,228, , , , , , , , , ,25.67, , , , , , "
"02.03.2021,15:17:37,218, , , ,23.22, , , , , ,25.41, , , ,23.48, , "
"02.03.2021,15:25:37,186, , , , , , ,21.34, , ,25.15, , , ,23.22, , "
"02.03.2021,15:27:37,227, , , ,22.96, , , , , , , , , , , , "
"02.03.2021,15:33:37,188, , , , , ,20.00, , , , , , , ,22.96, , "
"02.03.2021,15:35:37,271, , , , , , , , , ,24.89, , , , , , "
"02.03.2021,15:39:37,196, , , , , , ,21.09, , , , , , , , , "
"02.03.2021,15:41:37,231, , , ,22.70, ,20.39, , , , , , , ,22.73, , "
"02.03.2021,15:43:37,180, , , , , , , , , ,24.69, , , , , , "
"02.03.2021,15:45:37,206, , , , , ,20.60, , , , , , , , , , "
"02.03.2021,15:49:37,270, , , , , ,20.84, , , , , , , , , , "
"02.03.2021,15:51:37,242, , , , , , , , , , , , , ,22.51, , "
"02.03.2021,15:53:37,280, , , , , , , , , ,24.44, , , , , , "
"02.03.2021,15:57:37,229, , , ,22.50, , ,20.84, , , , , , , , , "
"02.03.2021,16:01:37,266, , , , , ,20.52, , , , , , , ,22.25, , "
"02.03.2021,16:03:37,182, , , , , , , , , ,24.18, , , , , , "
"02.03.2021,16:07:37,234, , , , , ,20.23, , , , , , , , , , "
"02.03.2021,16:13:37,268, , , ,22.25, ,20.00, , , , , , , ,22.00, , "
"02.03.2021,16:15:37,232, , , , , , , , , ,23.93, , , , , , "
"02.03.2021,16:17:37,192, , , , , , ,20.62, , , , , , , , , "
"02.03.2021,16:27:37,232, , , , , , , , , ,23.67, , , ,21.74, , "
"02.03.2021,16:35:37,187, , , , , ,19.71, , , , , , , , , , "
"02.03.2021,16:37:37,208, , , , , , ,20.39, , , , , , , , , "
"02.03.2021,16:39:37,231, , , ,22.00, ,19.42, , , , , , , , , , "
"02.03.2021,16:41:37,239, , , , , , , , , ,23.42, , , , , , "
"02.03.2021,16:43:37,207, , , , , ,19.04, , , , , , , , , , "
"02.03.2021,16:47:37,204, , , , , ,18.78, , , , , , , ,21.48, , "
"02.03.2021,16:53:37,248, , , , , ,18.51, , , , , , , , , , "
"02.03.2021,16:57:37,218, , , , , ,18.26, , , ,23.15, , , , , , "
"02.03.2021,17:03:37,278, , , , , ,18.01, , , , , , , , , , "
"02.03.2021,17:07:37,218, , , , , , ,20.13, , , , , , , , , "
"02.03.2021,17:09:37,264, , , , , ,17.75, , , , , , , , , , "
"02.03.2021,17:13:37,205, , , , , , , , , ,22.90, , , ,21.23, , "
"02.03.2021,17:15:37,195, , , , , ,17.53, , , , , , , , , , "
"02.03.2021,17:21:37,209, , , , , ,17.25, , , , , , , , , , "
"02.03.2021,17:23:37,266, , , ,21.74, , , , , , , , , , , , "
"02.03.2021,17:25:37,230, , , , , ,17.04, , , , , , , , , , "
"02.03.2021,17:31:37,186, , , , , , , , , ,22.64, , , , , , "
"02.03.2021,17:33:37,212, , , , , ,16.79, , , , , , , , , , "
"02.03.2021,17:39:37,216, , , , , , ,19.88, , , , , , , , , "
"02.03.2021,17:47:37,184, , , , , ,16.53, , , , , , , , , , "
"02.03.2021,17:51:37,183, , , , , , , , , ,22.38, , , , , , "
"02.03.2021,17:55:37,205, , , , , , , , , , , , , ,20.97, , "
"02.03.2021,18:09:37,206, , , , , , ,19.67, , , , , , , , , "
"02.03.2021,18:13:37,223, , , , , , , , , ,22.12, , , , , , "
"02.03.2021,18:37:37,229, , , , , , , , , ,21.87, , , , , , "
"02.03.2021,18:39:37,216, , , ,21.51, , , , , , , , , , , , "
"02.03.2021,18:53:37,210, , , , , , ,19.42, , , , , , , , , "
"02.03.2021,19:05:37,221, , , , , , , , , ,21.64, , , , , , "
"02.03.2021,19:13:37,200, , , , , , , , , , , , , ,20.77, , "
"02.03.2021,19:31:37,256, , , , , , , , , ,21.42, , , , , , "
"02.03.2021,19:45:37,201, , , , , ,16.28, , , , , , , , , , "
"02.03.2021,19:47:37,248, , , ,21.29, , , , , , , , , , , , "
"02.03.2021,20:11:37,204, , , , , , , , , ,21.16, , , , , , "
"02.03.2021,20:27:37,192, , , , , , ,19.17, , , , , , , , , "
"02.03.2021,20:39:37,226, , , , , , , , , , , , , ,20.57, , "
"02.03.2021,20:57:37,259, , , , , ,16.07, , , , , , , , , , "
"02.03.2021,20:59:37,269, , , , , , , , , ,20.96, , , , , , "
"02.03.2021,21:21:37,202, , , ,21.04, , , , , , , , , , , , "
"02.03.2021,21:47:37,200, , , , , , , , , ,20.71, , , , , , "
"02.03.2021,22:03:37,219,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
"02.03.2021,22:05:37,220,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
"02.03.2021,22:07:37,257,0.34,0.00,2.44,21.03,0.02,16.08,19.04,0.38,0.00,20.64,50.00,0.02,2.93,20.45,23.90,0.02"
"02.03.2021,22:43:51,866,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
"02.03.2021,22:45:51,876,0.34,0.00,2.43,20.97,0.02,16.08,19.04,0.39,0.00,20.52,50.00,0.02,2.93,20.39,23.90,0.02"
"03.03.2021,00:19:53,206, , , ,20.76, , , , , , , , , , , , "
"03.03.2021,00:27:53,280, , , , , , , , , ,20.31, , , , , , "
"03.03.2021,01:51:53,209, , , , , , ,18.84, , , , , , , , , "
"03.03.2021,02:15:53,290, , , , , , , , , ,20.10, , , , , , "
"03.03.2021,02:41:53,207, , , ,20.54, , , , , , , , , , , , "
"03.03.2021,03:43:53,262, , , , , ,15.84, , , , , , , ,20.13, , "
"03.03.2021,04:37:53,251, , , , , , , , , ,19.88, , , , , , "
"03.03.2021,04:51:53,283, , , ,20.34, , , , , , , , , , , , "
"03.03.2021,06:05:53,224, , , , , , ,18.59, , , , , , , , , "
"03.03.2021,06:07:53,236, , , , , ,15.63, , , , , , , , , , "
"03.03.2021,06:21:53,289, , , , , ,15.37, , , , , , , , , , "
"03.03.2021,06:45:53,228, , , , , , ,18.33, , , , , , , , , "
"03.03.2021,06:49:53,290, , , , , ,15.12, , , , , , , , , , "
"03.03.2021,07:39:53,215, , , ,20.13, , , , , , , , , , , , "
"03.03.2021,07:43:53,260, , , , , , ,18.11, , , , , , , , , "
"03.03.2021,08:01:53,224, , , , , ,14.86, , , , , , , , , , "
"03.03.2021,08:11:53,212, , , , , , ,17.88, , , , , , , , , "
"03.03.2021,08:15:53,222, , , , , , , , , ,19.67, , , , , , "
"03.03.2021,08:33:53,260, , , , , , , , , , , , , ,19.88, , "
"03.03.2021,09:03:53,238, , , , , , ,17.68, , , , , , , , , "
"03.03.2021,10:01:53,201, , , , ,7.88,14.59, , , ,20.00,20.00, , , , ,7.88"
"03.03.2021,10:03:53,225, , ,15.35,20.75,39.87,8.57, , , , , , ,27.00,19.54, ,39.85"
"03.03.2021,10:05:53,276, , , ,21.28, ,7.09,16.91,11.56,13.59,19.49, , , ,18.97,23.68, "
"03.03.2021,10:07:53,235, , , ,21.57, ,6.70,16.53,27.00,28.52,19.15, , , , , , "
"03.03.2021,10:09:53,266, , , ,21.81, , ,16.27,41.89,43.13,20.48, , , , , , "
"03.03.2021,10:11:53,264, , ,26.98, ,47.10, , ,55.35,55.93,22.35, , , ,19.23, , "
"03.03.2021,10:13:53,273, , ,40.78,22.19,53.70,7.02,16.63,66.03,66.25,24.31, , , ,19.98, , "
"03.03.2021,10:15:53,220, , ,53.28, , , ,16.85,74.26,74.09,25.71, , ,38.46,20.77, ,46.30"
"03.03.2021,10:17:53,246, , ,62.06,22.51,62.31, , ,81.10,80.71,26.25, , ,47.36,21.29, , "
"03.03.2021,10:19:53,287, , ,69.46, , ,7.32, ,87.73,87.24, , , ,55.60, , ,54.14"
"03.03.2021,10:21:53,256, , ,75.38, ,67.51,7.61, ,94.03,93.43,26.51, , ,61.42,21.61, , "
"03.03.2021,10:23:53,226, , , , , , , ,99.92,98.65,27.58, , , ,21.87, , "
"03.03.2021,10:25:53,293, , ,81.50,22.77, , , , , ,30.00, , ,68.48,22.53, ,60.76"
"03.03.2021,10:27:53,225, , ,88.25, , , , , , ,30.25, , , ,22.84, , "
"03.03.2021,10:29:53,229, , , , ,72.73, , , , ,29.98, , ,76.34, , , "
"03.03.2021,10:33:53,248, , ,94.78, , , , , , , , , , , , , "
"03.03.2021,10:35:53,237, , , , , ,7.87, , , , , , , , , , "
"03.03.2021,10:37:53,265, , , , , , , , , ,30.32, , , ,23.09, , "
"03.03.2021,10:39:53,218, , , , , , , , , , , , ,81.78, , , "
"03.03.2021,10:41:53,202, , , , , , , , , ,30.05, , , , , ,65.84"
"03.03.2021,10:45:53,219, , , , , ,8.21, , , , , , , , , , "
"03.03.2021,10:51:53,277, , , , , ,8.45, , , , , , , , , , "
"03.03.2021,10:53:53,231, , , , , , ,17.13, , ,29.79, , , , , , "
"03.03.2021,10:57:53,258, , , , , ,8.74, , , , , , , , , , "
"03.03.2021,11:01:53,275, , , , , , , , , ,29.43, , , , , , "
"03.03.2021,11:05:53,238, , , , , , ,17.37, , , , , , , , , "
"03.03.2021,11:07:53,256, , , , , ,8.96, , , , , , , , , , "
"03.03.2021,11:15:53,217, , , , , ,9.32, , , , , , , , , , "
"03.03.2021,11:17:53,253, , , , , ,9.54,17.62, , , , , , , , , "
"03.03.2021,11:21:53,210, , , , , ,9.79, , , , , , , ,23.31, , "
"03.03.2021,11:23:53,303, , , , , , , , , ,29.21, , , , , , "
"03.03.2021,11:25:53,259, , , , , , ,17.88, , , , , , , , , "
"03.03.2021,11:31:53,277, , , , , ,10.11, , , , , , , , , , "
